Orthogroup_ID	transcript_ID_native	Flybase
N0.HOG0000221	rna-NM_001032209.2	FLYBASE:FBtr0091874,GeneID:3772081,GenBank:NM_001032209.2,FLYBASE:FBgn0053870
N0.HOG0000221	rna-NM_001032184.2	FLYBASE:FBtr0091884,GeneID:3772496,GenBank:NM_001032184.2,FLYBASE:FBgn0053880
N0.HOG0000221	rna-NM_001032159.2	FLYBASE:FBtr0091894,GeneID:3772336,GenBank:NM_001032159.2,FLYBASE:FBgn0053890
N0.HOG0000221	rna-NM_001032214.2	FLYBASE:FBtr0091872,GeneID:3772265,GenBank:NM_001032214.2,FLYBASE:FBgn0053868
N0.HOG0000221	rna-NM_001032164.2	FLYBASE:FBtr0091892,GeneID:3772104,GenBank:NM_001032164.2,FLYBASE:FBgn0053888
N0.HOG0000225	rna-NM_206546.2	FLYBASE:FBtr0304612,GeneID:2768678,GenBank:NM_206546.2,FLYBASE:FBgn0053337
N0.HOG0000225	rna-NM_142901.2	FLYBASE:FBtr0084486,GeneID:42780,GenBank:NM_142901.2,FLYBASE:FBgn0039091
N0.HOG0000225	rna-NM_001299444.1	FLYBASE:FBtr0339748,GeneID:36437,GenBank:NM_001299444.1,FLYBASE:FBgn0033792
N0.HOG0000225	rna-NM_142903.3	FLYBASE:FBtr0273191,GeneID:42782,GenBank:NM_142903.3,FLYBASE:FBgn0039093
N0.HOG0000225	rna-NM_142902.3	FLYBASE:FBtr0304611,GeneID:42781,GenBank:NM_142902.3,FLYBASE:FBgn0039092
N0.HOG0000225	rna-NM_001272781.1	None
N0.HOG0000225	rna-NM_134478.2	FLYBASE:FBtr0074769,GeneID:32951,GenBank:NM_134478.2,FLYBASE:FBgn0031033
N0.HOG0000225	rna-NM_134479.2	FLYBASE:FBtr0074730,GeneID:32952,GenBank:NM_134479.2,FLYBASE:FBgn0031034
N0.HOG0000225	rna-NM_142702.2	FLYBASE:FBtr0339193,GeneID:42522,GenBank:NM_142702.2,FLYBASE:FBgn0038873
N0.HOG0000225	rna-NM_134746.4	FLYBASE:FBtr0299796,GeneID:33312,GenBank:NM_134746.4,FLYBASE:FBgn0259229
N0.HOG0000225	rna-NM_001298131.1	FLYBASE:FBtr0346168,GeneID:31909,GenBank:NM_001298131.1,FLYBASE:FBgn0030148
N0.HOG0000227	rna-NM_137224.3	FLYBASE:FBtr0087201,GeneID:36754,GenBank:NM_137224.3,FLYBASE:FBgn0034054
N0.HOG0000228	rna-NM_001015405.4	FLYBASE:FBtr0305959,GeneID:3355111,GenBank:NM_001015405.4,FLYBASE:FBgn0287184
N0.HOG0000233	rna-NM_001300675.1	None
N0.HOG0000239	rna-NM_143395.1	FLYBASE:FBtr0085345,GeneID:43420,GenBank:NM_143395.1,FLYBASE:FBgn0039620
N0.HOG0000240	rna-NM_142964.3	FLYBASE:FBtr0084550,GeneID:42867,GenBank:NM_142964.3,FLYBASE:FBgn0039156
N0.HOG0000241	rna-NM_001272871.1	FLYBASE:FBtr0330645,GeneID:33174,GenBank:NM_001272871.1,FLYBASE:FBgn0051974
N0.HOG0000241	rna-NM_164369.3	FLYBASE:FBtr0302196,GeneID:319052,GenBank:NM_164369.3,FLYBASE:FBgn0051975
N0.HOG0000243	rna-NM_001299879.1	FLYBASE:FBtr0343340,GeneID:49821,GenBank:NM_001299879.1,FLYBASE:FBgn0011695
N0.HOG0000246	rna-NM_079397.3	FLYBASE:FBtr0075290,GeneID:39906,GenBank:NM_079397.3,FLYBASE:FBgn0011293
N0.HOG0000264	rna-NM_143625.2	FLYBASE:FBtr0085867,GeneID:43731,GenBank:NM_143625.2,FLYBASE:FBgn0039864
N0.HOG0000292	rna-NM_135134.3	FLYBASE:FBtr0079230,GeneID:33839,GenBank:NM_135134.3,FLYBASE:FBgn0001089
N0.HOG0000292	rna-NM_141885.3	FLYBASE:FBtr0082487,GeneID:41457,GenBank:NM_141885.3,FLYBASE:FBgn0260746
N0.HOG0000300	rna-NM_001031935.2	FLYBASE:FBtr0073200,GeneID:3771916,GenBank:NM_001031935.2,FLYBASE:FBgn0045476
N0.HOG0000300	rna-NM_168052.3	FLYBASE:FBtr0073201,GeneID:117477,GenBank:NM_168052.3,FLYBASE:FBgn0052255
N0.HOG0000300	rna-NM_078495.3	FLYBASE:FBtr0070802,GeneID:44873,GenBank:NM_078495.3,FLYBASE:FBgn0003747
N0.HOG0000301	rna-NM_001032143.2	FLYBASE:FBtr0091826,GeneID:3772665,GenBank:NM_001032143.2,FLYBASE:FBgn0053822
N0.HOG0000301	rna-NM_001032178.2	FLYBASE:FBtr0091847,GeneID:3772004,GenBank:NM_001032178.2,FLYBASE:FBgn0053843
N0.HOG0000301	rna-NM_001032124.2	FLYBASE:FBtr0091814,GeneID:3771879,GenBank:NM_001032124.2,FLYBASE:FBgn0053810
N0.HOG0000301	rna-NM_001032168.2	FLYBASE:FBtr0091841,GeneID:3772077,GenBank:NM_001032168.2,FLYBASE:FBgn0053837
N0.HOG0000301	rna-NM_001032133.2	FLYBASE:FBtr0091820,GeneID:3771816,GenBank:NM_001032133.2,FLYBASE:FBgn0053816
N0.HOG0000301	rna-NM_001032138.2	FLYBASE:FBtr0091823,GeneID:3771981,GenBank:NM_001032138.2,FLYBASE:FBgn0053819
N0.HOG0000301	rna-NM_001032158.2	FLYBASE:FBtr0091835,GeneID:3772075,GenBank:NM_001032158.2,FLYBASE:FBgn0053831
N0.HOG0000301	rna-NM_001032148.2	FLYBASE:FBtr0091829,GeneID:3772715,GenBank:NM_001032148.2,FLYBASE:FBgn0053825
N0.HOG0000301	rna-NM_001032153.2	FLYBASE:FBtr0091832,GeneID:3771910,GenBank:NM_001032153.2,FLYBASE:FBgn0053828
N0.HOG0000301	rna-NM_001032188.2	FLYBASE:FBtr0091853,GeneID:3771912,GenBank:NM_001032188.2,FLYBASE:FBgn0053849
N0.HOG0000301	rna-NM_001032119.2	FLYBASE:FBtr0091811,GeneID:3771734,GenBank:NM_001032119.2,FLYBASE:FBgn0053807
N0.HOG0000301	rna-NM_001032115.2	FLYBASE:FBtr0091808,GeneID:3771818,GenBank:NM_001032115.2,FLYBASE:FBgn0053804
N0.HOG0000301	rna-NM_001032213.2	FLYBASE:FBtr0091868,GeneID:3772409,GenBank:NM_001032213.2,FLYBASE:FBgn0053864
N0.HOG0000301	rna-NM_001032193.2	FLYBASE:FBtr0091856,GeneID:3771803,GenBank:NM_001032193.2,FLYBASE:FBgn0053852
N0.HOG0000301	rna-NM_001032128.2	FLYBASE:FBtr0091817,GeneID:3771838,GenBank:NM_001032128.2,FLYBASE:FBgn0053813
N0.HOG0000301	rna-NM_001032111.2	FLYBASE:FBtr0091805,GeneID:3772056,GenBank:NM_001032111.2,FLYBASE:FBgn0053801
N0.HOG0000301	rna-NM_001032173.2	FLYBASE:FBtr0091844,GeneID:3772225,GenBank:NM_001032173.2,FLYBASE:FBgn0053840
N0.HOG0000301	rna-NM_165380.4	FLYBASE:FBtr0085892,GeneID:318854,GenBank:NM_165380.4,FLYBASE:FBgn0051617
N0.HOG0000301	rna-NM_001032183.2	FLYBASE:FBtr0091850,GeneID:3772702,GenBank:NM_001032183.2,FLYBASE:FBgn0053846
N0.HOG0000301	rna-NM_001032203.2	FLYBASE:FBtr0091862,GeneID:3772581,GenBank:NM_001032203.2,FLYBASE:FBgn0053858
N0.HOG0000301	rna-NM_001032208.2	FLYBASE:FBtr0091865,GeneID:3771736,GenBank:NM_001032208.2,FLYBASE:FBgn0053861
N0.HOG0000301	rna-NM_001032163.2	FLYBASE:FBtr0091838,GeneID:3771911,GenBank:NM_001032163.2,FLYBASE:FBgn0053834
N0.HOG0000301	rna-NM_001032198.2	FLYBASE:FBtr0091859,GeneID:3771991,GenBank:NM_001032198.2,FLYBASE:FBgn0053855
N0.HOG0000307	rna-NM_001259985.2	FLYBASE:FBtr0305133,GeneID:40588,GenBank:NM_001259985.2,FLYBASE:FBgn0027570
N0.HOG0000326	rna-NM_169879.3	None
N0.HOG0000338	rna-NM_001274111.1	FLYBASE:FBtr0333551,GeneID:36927,GenBank:NM_001274111.1,FLYBASE:FBgn0010226
N0.HOG0000341	rna-NM_080223.3	FLYBASE:FBtr0071543,GeneID:49815,GenBank:NM_080223.3,FLYBASE:FBgn0022700
N0.HOG0000341	rna-NM_137699.5	FLYBASE:FBtr0071542,GeneID:37392,GenBank:NM_137699.5,FLYBASE:FBgn0034582
N0.HOG0000346	rna-NM_141595.3	FLYBASE:FBtr0082012,GeneID:41073,GenBank:NM_141595.3,FLYBASE:FBgn0260243
N0.HOG0000348	rna-NM_143641.1	FLYBASE:FBtr0085846,GeneID:43753,GenBank:NM_143641.1,FLYBASE:FBgn0039879
N0.HOG0000359	rna-NM_001272607.2	FLYBASE:FBtr0346091,GeneID:32341,GenBank:NM_001272607.2,FLYBASE:FBgn0030521
N0.HOG0000371	rna-NM_176375.2	FLYBASE:FBtr0078316,GeneID:40340,GenBank:NM_176375.2,FLYBASE:FBgn0053054
N0.HOG0000371	rna-NM_176378.2	None
N0.HOG0000398	rna-NM_140748.2	FLYBASE:FBtr0075194,GeneID:39974,GenBank:NM_140748.2,FLYBASE:FBgn0036750
N0.HOG0000398	rna-NM_140747.2	FLYBASE:FBtr0075187,GeneID:39973,GenBank:NM_140747.2,FLYBASE:FBgn0036749
N0.HOG0000398	rna-NM_140012.2	FLYBASE:FBtr0076559,GeneID:39024,GenBank:NM_140012.2,FLYBASE:FBgn0035943
N0.HOG0000398	rna-NM_001299379.1	FLYBASE:FBtr0339479,GeneID:36174,GenBank:NM_001299379.1,FLYBASE:FBgn0033584
N0.HOG0000400	rna-NM_138760.3	FLYBASE:FBtr0080292,GeneID:47253,GenBank:NM_138760.3,FLYBASE:FBgn0010497
N0.HOG0000400	rna-NM_135820.2	FLYBASE:FBtr0080512,GeneID:34773,GenBank:NM_135820.2,FLYBASE:FBgn0028513
N0.HOG0000400	rna-NM_144408.3	FLYBASE:FBtr0289986,GeneID:59164,GenBank:NM_144408.3,FLYBASE:FBgn0042126
N0.HOG0000405	rna-NM_078951.4	FLYBASE:FBtr0089674,GeneID:36055,GenBank:NM_078951.4,FLYBASE:FBgn0028560
N0.HOG0000405	rna-NM_137390.4	FLYBASE:FBtr0086903,GeneID:36994,GenBank:NM_137390.4,FLYBASE:FBgn0034247
N0.HOG0000405	rna-NM_140348.2	FLYBASE:FBtr0075942,GeneID:39458,GenBank:NM_140348.2,FLYBASE:FBgn0036316
N0.HOG0000406	rna-NM_135407.3	FLYBASE:FBtr0302992,GeneID:34204,GenBank:NM_135407.3,FLYBASE:FBgn0032067
N0.HOG0000406	rna-NM_001298833.1	FLYBASE:FBtr0340230,GeneID:34203,GenBank:NM_001298833.1,FLYBASE:FBgn0032066
N0.HOG0000406	rna-NM_001298834.1	FLYBASE:FBtr0345752,GeneID:34205,GenBank:NM_001298834.1,FLYBASE:FBgn0032068
N0.HOG0000406	rna-NM_135409.3	FLYBASE:FBtr0079741,GeneID:34206,GenBank:NM_135409.3,FLYBASE:FBgn0032069
N0.HOG0000406	rna-NM_001273421.1	None
N0.HOG0000406	rna-NM_135564.4	FLYBASE:FBtr0080030,GeneID:34437,GenBank:NM_135564.4,FLYBASE:FBgn0027611
N0.HOG0000418	rna-NM_137310.3	FLYBASE:FBtr0473617,GeneID:36875,GenBank:NM_137310.3,FLYBASE:FBgn0034154
N0.HOG0000418	rna-NM_001103877.2	FLYBASE:FBtr0112382,GeneID:5740826,GenBank:NM_001103877.2,FLYBASE:FBgn0085218
N0.HOG0000418	rna-NM_079168.3	FLYBASE:FBtr0072943,GeneID:38340,GenBank:NM_079168.3,FLYBASE:FBgn0020509
N0.HOG0000418	rna-NM_206368.2	FLYBASE:FBtr0075615,GeneID:2768950,GenBank:NM_206368.2,FLYBASE:FBgn0036495
N0.HOG0000426	rna-NM_001032224.2	FLYBASE:FBtr0100356,GeneID:45040,GenBank:NM_001032224.2,FLYBASE:FBgn0024293
N0.HOG0000426	rna-NM_135497.3	FLYBASE:FBtr0079938,GeneID:34339,GenBank:NM_135497.3,FLYBASE:FBgn0032178
N0.HOG0000426	rna-NM_080112.2	FLYBASE:FBtr0089052,GeneID:45908,GenBank:NM_080112.2,FLYBASE:FBgn0002930
N0.HOG0000426	rna-NM_136402.4	FLYBASE:FBtr0086164,GeneID:35602,GenBank:NM_136402.4,FLYBASE:FBgn0033115
N0.HOG0000426	rna-NM_001259225.2	FLYBASE:FBtr0305679,GeneID:35600,GenBank:NM_001259225.2,FLYBASE:FBgn0033113
N0.HOG0000426	rna-NM_001299373.1	FLYBASE:FBtr0345584,GeneID:36163,GenBank:NM_001299373.1,FLYBASE:FBgn0033574
N0.HOG0000426	rna-NM_080217.4	FLYBASE:FBtr0081450,GeneID:49806,GenBank:NM_080217.4,FLYBASE:FBgn0028986
N0.HOG0000426	rna-NM_080218.5	FLYBASE:FBtr0079624,GeneID:49807,GenBank:NM_080218.5,FLYBASE:FBgn0028987
N0.HOG0000426	rna-NM_135284.3	None
N0.HOG0000426	rna-NM_001370007.1	FLYBASE:FBtr0473606,GeneID:326261,GenBank:NM_001370007.1,FLYBASE:FBgn0053121
N0.HOG0000426	rna-NM_001042880.1	FLYBASE:FBtr0110841,GeneID:34082,GenBank:NM_001042880.1,FLYBASE:FBgn0051902
N0.HOG0000426	rna-NM_080214.4	FLYBASE:FBtr0086733,GeneID:49803,GenBank:NM_080214.4,FLYBASE:FBgn0028983
N0.HOG0000426	rna-NM_136400.3	FLYBASE:FBtr0300358,GeneID:35599,GenBank:NM_136400.3,FLYBASE:FBgn0033112
N0.HOG0000426	rna-NM_080216.3	FLYBASE:FBtr0086196,GeneID:49805,GenBank:NM_080216.3,FLYBASE:FBgn0265137
N0.HOG0000427	rna-NM_001298765.1	FLYBASE:FBtr0343775,GeneID:33975,GenBank:NM_001298765.1,FLYBASE:FBgn0031874
N0.HOG0000437	rna-NM_001275823.1	None
N0.HOG0000437	rna-NM_168748.4	FLYBASE:FBtr0307890,GeneID:39977,GenBank:NM_168748.4,FLYBASE:FBgn0261998
N0.HOG0000437	rna-NM_137620.3	FLYBASE:FBtr0339542,GeneID:37293,GenBank:NM_137620.3,FLYBASE:FBgn0034493
N0.HOG0000437	rna-NM_001272834.1	None
N0.HOG0000437	rna-NM_176739.3	FLYBASE:FBtr0479751,GeneID:318910,GenBank:NM_176739.3,FLYBASE:FBgn0263747
N0.HOG0000437	rna-NM_167739.3	FLYBASE:FBtr0300938,GeneID:33104,GenBank:NM_167739.3,FLYBASE:FBgn0031171
N0.HOG0000437	rna-NM_134601.3	FLYBASE:FBtr0306679,GeneID:33103,GenBank:NM_134601.3,FLYBASE:FBgn0031170
N0.HOG0000437	rna-NM_140745.3	FLYBASE:FBtr0479912,GeneID:39971,GenBank:NM_140745.3,FLYBASE:FBgn0036747
N0.HOG0000442	rna-NM_142909.4	FLYBASE:FBtr0084435,GeneID:42788,GenBank:NM_142909.4,FLYBASE:FBgn0039099
N0.HOG0000442	rna-NM_142908.3	FLYBASE:FBtr0084434,GeneID:42787,GenBank:NM_142908.3,FLYBASE:FBgn0039098
N0.HOG0000460	rna-NM_001275540.1	None
N0.HOG0000460	rna-NM_135457.3	FLYBASE:FBtr0114535,GeneID:34279,GenBank:NM_135457.3,FLYBASE:FBgn0032132
N0.HOG0000460	rna-NM_001201830.1	FLYBASE:FBtr0303250,GeneID:34278,GenBank:NM_001201830.1,FLYBASE:FBgn0032131
N0.HOG0000466	rna-NM_001300072.1	None
N0.HOG0000466	rna-NM_001300071.1	None
N0.HOG0000466	rna-NM_001259765.2	None
N0.HOG0000466	rna-NM_079274.3	FLYBASE:FBtr0076495,GeneID:39076,GenBank:NM_079274.3,FLYBASE:FBgn0001227
N0.HOG0000467	rna-NM_167758.2	FLYBASE:FBtr0070059,GeneID:49953,GenBank:NM_167758.2,FLYBASE:FBgn0027588
N0.HOG0000472	rna-NM_001299810.1	None
N0.HOG0000480	rna-NM_142344.3	FLYBASE:FBtr0303413,GeneID:42070,GenBank:NM_142344.3,FLYBASE:FBgn0038482
N0.HOG0000480	rna-NM_142346.3	FLYBASE:FBtr0083405,GeneID:42072,GenBank:NM_142346.3,FLYBASE:FBgn0038484
N0.HOG0000480	rna-NM_001144596.3	FLYBASE:FBtr0300060,GeneID:42071,GenBank:NM_001144596.3,FLYBASE:FBgn0051266
N0.HOG0000480	rna-NM_169751.3	FLYBASE:FBtr0083404,GeneID:318651,GenBank:NM_169751.3,FLYBASE:FBgn0051267
N0.HOG0000480	rna-NM_001300443.1	FLYBASE:FBtr0346149,GeneID:42069,GenBank:NM_001300443.1,FLYBASE:FBgn0038481
N0.HOG0000480	rna-NM_142341.3	FLYBASE:FBtr0083418,GeneID:42067,GenBank:NM_142341.3,FLYBASE:FBgn0038479
N0.HOG0000480	rna-NM_001104348.2	FLYBASE:FBtr0113401,GeneID:318653,GenBank:NM_001104348.2,FLYBASE:FBgn0051269
N0.HOG0000480	rna-NM_142342.4	FLYBASE:FBtr0083402,GeneID:42068,GenBank:NM_142342.4,FLYBASE:FBgn0051265
N0.HOG0000480	rna-NM_142347.3	FLYBASE:FBtr0083406,GeneID:42073,GenBank:NM_142347.3,FLYBASE:FBgn0038485
N0.HOG0000490	rna-NM_166478.4	FLYBASE:FBtr0114523,GeneID:246595,GenBank:NM_166478.4,FLYBASE:FBgn0050403
N0.HOG0000491	rna-NM_166512.2	FLYBASE:FBtr0071760,GeneID:246525,GenBank:NM_166512.2,FLYBASE:FBgn0050281
N0.HOG0000491	rna-NM_137797.5	FLYBASE:FBtr0473598,GeneID:37522,GenBank:NM_137797.5,FLYBASE:FBgn0050280
N0.HOG0000491	rna-NM_001259447.2	FLYBASE:FBtr0308764,GeneID:36883,GenBank:NM_001259447.2,FLYBASE:FBgn0034160
N0.HOG0000491	rna-NM_132363.1	FLYBASE:FBtr0071429,GeneID:31927,GenBank:NM_132363.1,FLYBASE:FBgn0030163
N0.HOG0000491	rna-NM_167208.3	FLYBASE:FBtr0336905,GeneID:31928,GenBank:NM_167208.3,FLYBASE:FBgn0030164
N0.HOG0000494	rna-NM_001300492.2	FLYBASE:FBtr0473615,GeneID:42409,GenBank:NM_001300492.2,FLYBASE:FBgn0038783
N0.HOG0000494	rna-NM_142619.3	FLYBASE:FBtr0083900,GeneID:42410,GenBank:NM_142619.3,FLYBASE:FBgn0038784
N0.HOG0000505	rna-NM_136363.4	FLYBASE:FBtr0085988,GeneID:35544,GenBank:NM_136363.4,FLYBASE:FBgn0040502
N0.HOG0000509	rna-NM_166317.2	FLYBASE:FBtr0086601,GeneID:37187,GenBank:NM_166317.2,FLYBASE:FBgn0014269
N0.HOG0000510	rna-NM_080515.3	FLYBASE:FBtr0083353,GeneID:42032,GenBank:NM_080515.3,FLYBASE:FBgn0051217
N0.HOG0000518	rna-NM_141500.2	FLYBASE:FBtr0081822,GeneID:40946,GenBank:NM_141500.2,FLYBASE:FBgn0037537
N0.HOG0000529	rna-NM_141482.2	FLYBASE:FBtr0081772,GeneID:40923,GenBank:NM_141482.2,FLYBASE:FBgn0037520
N0.HOG0000529	rna-NM_144390.3	FLYBASE:FBtr0114516,GeneID:59140,GenBank:NM_144390.3,FLYBASE:FBgn0042101
N0.HOG0000531	rna-NM_078819.5	FLYBASE:FBtr0080198,GeneID:34545,GenBank:NM_078819.5,FLYBASE:FBgn0041246
N0.HOG0000531	rna-NM_079303.2	FLYBASE:FBtr0076118,GeneID:39324,GenBank:NM_079303.2,FLYBASE:FBgn0041231
N0.HOG0000531	rna-NM_165371.1	FLYBASE:FBtr0081509,GeneID:117346,GenBank:NM_165371.1,FLYBASE:FBgn0264556
N0.HOG0000551	rna-NM_001274160.1	FLYBASE:FBtr0334005,GeneID:37224,GenBank:NM_001274160.1,FLYBASE:FBgn0034439
N0.HOG0000551	rna-NM_001274159.1	None
N0.HOG0000551	rna-NM_001259489.2	None
N0.HOG0000551	rna-NM_137570.2	FLYBASE:FBtr0086521,GeneID:37222,GenBank:NM_137570.2,FLYBASE:FBgn0034437
N0.HOG0000551	rna-NM_137574.3	FLYBASE:FBtr0086524,GeneID:37226,GenBank:NM_137574.3,FLYBASE:FBgn0034441
N0.HOG0000551	rna-NM_001274161.1	FLYBASE:FBtr0310321,GeneID:37225,GenBank:NM_001274161.1,FLYBASE:FBgn0034440
N0.HOG0000551	rna-NM_165889.2	FLYBASE:FBtr0087907,GeneID:246412,GenBank:NM_165889.2,FLYBASE:FBgn0050043
N0.HOG0000551	rna-NM_165888.4	FLYBASE:FBtr0087906,GeneID:246416,GenBank:NM_165888.4,FLYBASE:FBgn0050049
N0.HOG0000551	rna-NM_165887.2	FLYBASE:FBtr0087905,GeneID:246414,GenBank:NM_165887.2,FLYBASE:FBgn0050047
N0.HOG0000551	rna-NM_001273989.1	FLYBASE:FBtr0332250,GeneID:36343,GenBank:NM_001273989.1,FLYBASE:FBgn0033720
N0.HOG0000551	rna-NM_176155.2	FLYBASE:FBtr0332249,GeneID:36342,GenBank:NM_176155.2,FLYBASE:FBgn0053012
N0.HOG0000557	rna-NM_001273574.1	FLYBASE:FBtr0337091,GeneID:34985,GenBank:NM_001273574.1,FLYBASE:FBgn0032587
N0.HOG0000558	rna-NM_145338.2	FLYBASE:FBtr0086469,GeneID:37255,GenBank:NM_145338.2,FLYBASE:FBgn0034460
N0.HOG0000568	rna-NM_001316636.1	FLYBASE:FBtr0445312,GeneID:31352,GenBank:NM_001316636.1,FLYBASE:FBgn0029690
N0.HOG0000569	rna-NM_136475.4	FLYBASE:FBtr0088929,GeneID:35720,GenBank:NM_136475.4,FLYBASE:FBgn0033216
N0.HOG0000569	rna-NM_136474.3	FLYBASE:FBtr0088928,GeneID:35719,GenBank:NM_136474.3,FLYBASE:FBgn0033215
N0.HOG0000569	rna-NM_001299233.1	None
N0.HOG0000576	rna-NM_143268.2	FLYBASE:FBtr0085150,GeneID:43251,GenBank:NM_143268.2,FLYBASE:FBgn0039475
N0.HOG0000576	rna-NM_143269.3	FLYBASE:FBtr0085149,GeneID:43252,GenBank:NM_143269.3,FLYBASE:FBgn0039476
N0.HOG0000576	rna-NM_143267.3	FLYBASE:FBtr0085151,GeneID:43250,GenBank:NM_143267.3,FLYBASE:FBgn0039474
N0.HOG0000576	rna-NM_143265.3	FLYBASE:FBtr0085153,GeneID:43248,GenBank:NM_143265.3,FLYBASE:FBgn0039472
N0.HOG0000576	rna-NM_143266.1	FLYBASE:FBtr0085152,GeneID:43249,GenBank:NM_143266.1,FLYBASE:FBgn0039473
N0.HOG0000576	rna-NM_143264.2	FLYBASE:FBtr0085077,GeneID:43247,GenBank:NM_143264.2,FLYBASE:FBgn0039471
N0.HOG0000576	rna-NM_143263.1	FLYBASE:FBtr0085078,GeneID:43246,GenBank:NM_143263.1,FLYBASE:FBgn0039470
N0.HOG0000576	rna-NM_140395.2	FLYBASE:FBtr0075824,GeneID:39515,GenBank:NM_140395.2,FLYBASE:FBgn0036367
N0.HOG0000576	rna-NM_143146.2	FLYBASE:FBtr0084896,GeneID:43086,GenBank:NM_143146.2,FLYBASE:FBgn0039344
N0.HOG0000577	rna-NM_080363.8	FLYBASE:FBtr0080337,GeneID:34641,GenBank:NM_080363.8,FLYBASE:FBgn0032416
N0.HOG0000587	rna-NM_136399.4	FLYBASE:FBtr0336684,GeneID:35597,GenBank:NM_136399.4,FLYBASE:FBgn0033110
N0.HOG0000587	rna-NM_142238.3	FLYBASE:FBtr0083180,GeneID:41914,GenBank:NM_142238.3,FLYBASE:FBgn0038366
N0.HOG0000590	rna-NM_001111011.3	FLYBASE:FBtr0301978,GeneID:5740592,GenBank:NM_001111011.3,FLYBASE:FBgn0039946
N0.HOG0000591	rna-NM_168868.2	FLYBASE:FBtr0078281,GeneID:117476,GenBank:NM_168868.2,FLYBASE:FBgn0045474
N0.HOG0000593	rna-NM_135505.3	None
N0.HOG0000597	rna-NM_168749.2	FLYBASE:FBtr0075169,GeneID:39980,GenBank:NM_168749.2,FLYBASE:FBgn0052187
N0.HOG0000603	rna-NM_132837.3	FLYBASE:FBtr0074201,GeneID:32517,GenBank:NM_132837.3,FLYBASE:FBgn0030680
N0.HOG0000614	rna-NM_137543.4	FLYBASE:FBtr0086622,GeneID:37182,GenBank:NM_137543.4,FLYBASE:FBgn0034406
N0.HOG0000614	rna-NM_137541.4	FLYBASE:FBtr0086625,GeneID:251984,GenBank:NM_137541.4,FLYBASE:FBgn0010053
N0.HOG0000614	rna-NM_176233.4	None
N0.HOG0000620	rna-NM_001274153.1	FLYBASE:FBtr0331978,GeneID:59128,GenBank:NM_001274153.1,FLYBASE:FBgn0041702
N0.HOG0000637	rna-NM_142007.3	FLYBASE:FBtr0082782,GeneID:41623,GenBank:NM_142007.3,FLYBASE:FBgn0038126
N0.HOG0000638	rna-NM_167844.2	FLYBASE:FBtr0072589,GeneID:38103,GenBank:NM_167844.2,FLYBASE:FBgn0052479
N0.HOG0000644	rna-NM_143482.3	FLYBASE:FBtr0085523,GeneID:43531,GenBank:NM_143482.3,FLYBASE:FBgn0039712
N0.HOG0000645	rna-NM_001273849.1	FLYBASE:FBtr0336925,GeneID:35683,GenBank:NM_001273849.1,FLYBASE:FBgn0033185
N0.HOG0000650	rna-NM_141580.3	FLYBASE:FBtr0081919,GeneID:41056,GenBank:NM_141580.3,FLYBASE:FBgn0037634
N0.HOG0000652	rna-NM_137576.4	FLYBASE:FBtr0086551,GeneID:37229,GenBank:NM_137576.4,FLYBASE:FBgn0034443
N0.HOG0000655	rna-NM_142867.3	FLYBASE:FBtr0084353,GeneID:42732,GenBank:NM_142867.3,FLYBASE:FBgn0039053
N0.HOG0000655	rna-NM_142866.3	FLYBASE:FBtr0084352,GeneID:42731,GenBank:NM_142866.3,FLYBASE:FBgn0039052
N0.HOG0000655	rna-NM_001275930.1	None
N0.HOG0000655	rna-NM_001300550.1	FLYBASE:FBtr0344301,GeneID:42729,GenBank:NM_001300550.1,FLYBASE:FBgn0039050
N0.HOG0000655	rna-NM_001300549.1	None
N0.HOG0000655	rna-NM_141747.3	FLYBASE:FBtr0082323,GeneID:41274,GenBank:NM_141747.3,FLYBASE:FBgn0037818
N0.HOG0000680	rna-NM_142441.3	FLYBASE:FBtr0083569,GeneID:42188,GenBank:NM_142441.3,FLYBASE:FBgn0038589
N0.HOG0000692	rna-NM_142221.2	FLYBASE:FBtr0083150,GeneID:41897,GenBank:NM_142221.2,FLYBASE:FBgn0038350
N0.HOG0000692	rna-NM_001316510.1	None
N0.HOG0000692	rna-NM_169665.3	FLYBASE:FBtr0345258,GeneID:41895,GenBank:NM_169665.3,FLYBASE:FBgn0038348
N0.HOG0000692	rna-NM_142218.2	FLYBASE:FBtr0083154,GeneID:41894,GenBank:NM_142218.2,FLYBASE:FBgn0267408
N0.HOG0000725	rna-NM_165965.3	FLYBASE:FBtr0339106,GeneID:36429,GenBank:NM_165965.3,FLYBASE:FBgn0265186
N0.HOG0000725	rna-NM_132670.4	None
N0.HOG0000725	rna-NM_001260383.2	FLYBASE:FBtr0307341,GeneID:43179,GenBank:NM_001260383.2,FLYBASE:FBgn0051086
N0.HOG0000725	rna-NM_001299438.1	FLYBASE:FBtr0345371,GeneID:36430,GenBank:NM_001299438.1,FLYBASE:FBgn0033787
N0.HOG0000725	rna-NM_001169662.2	None
N0.HOG0000728	rna-NM_001300210.1	FLYBASE:FBtr0345804,GeneID:40350,GenBank:NM_001300210.1,FLYBASE:FBgn0037065
N0.HOG0000737	rna-NM_001299229.1	FLYBASE:FBtr0344883,GeneID:35655,GenBank:NM_001299229.1,FLYBASE:FBgn0041243
N0.HOG0000740	rna-NM_001299590.1	FLYBASE:FBtr0340127,GeneID:36934,GenBank:NM_001299590.1,FLYBASE:FBgn0034197
