Orthogroup_ID	GF_ClustertGene_Group	Cluster_function	repeat_correlation_correlation_coeff	repeat_correlation_p-value	repeat_correlation_sig_after_multiple_testing	GS_correlation_correlation_coeff	GS_correlation_p-value	GS_correlation_sig_after_multiple_testing	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0000296	Gene Group 31	chromatin organization and transcription regulation	0.6433566433566434	0.024003191200713644	n	0.8671328671328673	0.00025981184986148103	y	uncharacterized protein(CG16863)	1	14	1	6	1	1	17	1	1	2	11	2	1	23	22	rna-NM_001042896.3	FBgn0028931	This gene is referred to in FlyBase by the symbol Dmel\CG16863 (FBgn0028931). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2L:13790959..13793264. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 13 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0000302	Gene Group 31	chromatin organization and transcription regulation	0.07692307692307693	0.8121826980280591	n	0.034965034965034975	0.9140933424107598	n	putzig(pzg)	1	1	1	2	2	1	3	1	3	1	1	1	59	3	58	rna-NM_141040.2	FBgn0259785	The gene putzig is referred to in FlyBase by the symbol Dmel\pzg (CG7752, FBgn0259785). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3L:21286099..21290310. Its molecular function is described by: nuclear receptor binding; transcription cis-regulatory region binding; chromatin binding; protein binding. It is involved in the biological process described with 7 unique terms, many of which group under: cellular component organization or biogenesis; cellular component organization; chromatin organization; cell surface receptor signaling pathway via STAT; regulation of mitotic cell cycle. 27 alleles are reported. The phenotypes of these alleles manifest in: intracellular anatomical structure; chromosome; larval nervous system; polytene chromosome; gut. The phenotypic classes of alleles include: lethal; visible; phenotype; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0000305	Gene Group 26	glycolysis and early development (and other)	-0.06293706293706294	0.8459309212287789	n	0.04195804195804196	0.8969858708195542	n	uncharacterized protein(CG15096)	2	2	13	3	5	3	4	2	10	7	6	5	6	8	11	rna-NM_137532.3	FBgn0034394	This gene is referred to in FlyBase by the symbol Dmel\CG15096 (FBgn0034394). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:18808356..18815019. Its molecular function is described by: transmembrane transporter activity. It is involved in the biological process described with: transmembrane transport. 9 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages, in stages of adults of both sexes.
N0.HOG0000307	Gene Group 15	chitin-related	-0.1922012475246069	0.5495411215625509	n	-0.028474258892534354	0.9300023256880593	n	Chitinase 8(Cht8)	1	7	3	1	2	2	2	2	1	1	3	5	5	3	6	rna-NM_137698.1	FBgn0034580	The gene Chitinase 8 is referred to in FlyBase by the symbol Dmel\Cht8 (CG9357, FBgn0034580). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:21061646..21063212. Its molecular function is described by: hydrolase activity, hydrolyzing O-glycosyl compounds; chitinase activity; chitin binding. It is involved in the biological process described with: ecdysis, chitin-based cuticle; chitin catabolic process; carbohydrate metabolic process. 6 alleles are reported. The phenotype of these alleles manifest in: embryonic/larval cuticle. The phenotypic classes of alleles include: viable; partially lethal - majority live; some die during larval stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed during early pupal stages.
N0.HOG0000315	Gene Group 2	protein breakdown (proteolysis)	0.09090909090909093	0.7787253962454419	n	0.27272727272727276	0.3910967709418962	n	uncharacterized protein(CG10469)	4	8	4	1	3	3	17	8	8	3	5	3	4	3	16	rna-NM_139768.2	FBgn0035678	This gene is referred to in FlyBase by the symbol Dmel\CG10469 (FBgn0035678). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:6092188..6093313. Its molecular function is described by: serine-type endopeptidase activity; serine hydrolase activity. It is involved in the biological process described with: innate immune response; proteolysis. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, during early pupal stages, in adult female stages.
N0.HOG0000316	Gene Group 2	protein breakdown (proteolysis)	0.06993006993006995	0.8290236405313092	n	0.09090909090909093	0.7787253962454419	n	uncharacterized protein(CG5390)	1	8	9	4	8	7	9	8	2	2	3	3	6	5	8	rna-NM_135530.3	FBgn0032213	The gene Serine protease homolog 35 is referred to in FlyBase by the symbol Dmel\Sph35 (CG5390, FBgn0032213). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:10304069..10306594. Its molecular function is described by: peptidase activator activity. It is involved in the biological process described with: zymogen activation; proteolysis; melanization defense response. 12 alleles are reported. The phenotype of these alleles manifest in: adult thorax. The phenotypic classes of alleles include: abnormal immune response; viable; increased mortality; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed during early pupal stages.
N0.HOG0000317	None	None	-0.4982995306193512	0.09918470589758405	n	-0.08186349431603626	0.800328390032892	n	None	2	9	2	4	13	7	14	14	4	2	1	1	1	1	13	rna-NM_142619.3	FBgn0038784	This gene is referred to in FlyBase by the symbol Dmel\CG4362 (FBgn0038784). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:20306216..20307537. Its molecular function is unknown. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed at stages throughout the larval period.
N0.HOG0000319	None	None	0.5174825174825175	0.08486877113393493	n	0.8181818181818183	0.0011431050868040604	n	Sulfotransferase 1 (from API summary)	2	32	6	1	1	2	6	1	2	2	7	1	5	7	31	rna-NM_137971.3	FBgn0034887	The gene Sulfotransferase 1 is referred to in FlyBase by the symbol Dmel\St1 (CG5428, FBgn0034887). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:23681623..23682952. Its molecular function is described by: sulfotransferase activity. It is involved in the biological process described with: sulfation; xenobiotic metabolic process. 5 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed within 12-18 embryonic stages.
N0.HOG0000342	Gene Group 12	digesting complicated sugars (Lysosomal alpha-mannosidase)	-0.37762237762237766	0.22620604493502663	n	-0.32867132867132864	0.2969041156887641	n	Lysosomal alpha-mannosidase VI(LManVI)	6	2	4	1	8	9	13	11	5	6	1	2	1	1	12	rna-NM_135409.3	FBgn0032069	The gene Lysosomal alpha-mannosidase VI is referred to in FlyBase by the symbol Dmel\LManVI (CG9468, FBgn0032069). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:8777661..8781252. Its molecular function is described by: carbohydrate binding; alpha-mannosidase activity; catalytic activity. It is involved in the biological process described with: carbohydrate metabolic process; mannose metabolic process. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed at stages throughout the larval period, in stages of adults of both sexes.
N0.HOG0000345	Gene Group 30	pheromone sensing	-0.5293330621827873	0.07676426169926849	n	-0.4640728216397039	0.12856990475703262	n	Gustatory receptor 77a(Gr77a)	1	1	3	1	14	10	10	30	1	1	1	1	1	1	29	rna-NM_168868.2	FBgn0045474	The gene Gustatory receptor 77a is referred to in FlyBase by the symbol Dmel\Gr77a (CG32433, FBgn0045474). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:20737569..20739430. Its molecular function is described by: taste receptor activity; ligand-gated monoatomic ion channel activity. It is involved in the biological process described with: chemosensory behavior; monoatomic ion transmembrane transport; sensory perception of taste; male courtship behavior. 5 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of no expression detected.  Peak expression observed during late larval stages.
N0.HOG0000365	Gene Group 4	Esterase and mating behavior	0.05913123959890826	0.8551579906775546	n	-0.11826247919781652	0.7143228241208927	n	uncharacterized protein(CG6414)	1	27	29	1	1	1	1	1	1	1	1	1	1	1	28	rna-NM_001316636.1	FBgn0029690	This gene is referred to in FlyBase by the symbol Dmel\CG6414 (FBgn0029690). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:3968788..3971350. Its molecular function is described by: carboxylesterase activity. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed during late pupal stages.
N0.HOG0000370	None	None	0.2676122697775195	0.40039240027539647	n	0.1690182756489597	0.599497869823576	n	vasa (from API summary)	1	1	1	1	1	1	4	1	1	1	1	1	2	2	3	rna-NM_001273529.2	FBgn0283442	The gene vasa is referred to in FlyBase by the symbol Dmel\vas (CG46283, FBgn0283442). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is 2L:15061656..15074311. Its molecular function is described by 8 unique terms, many of which group under: binding; nucleic acid binding; RNA binding; protein binding; mRNA binding. It is involved in the biological process described with 18 unique terms, many of which group under: chromosome segregation; meiotic cell cycle process; negative regulation of macromolecule biosynthetic process; intracellular mRNA localization; intracellular protein localization. 147 alleles are reported. The phenotypes of these alleles manifest in: intracellular anatomical structure; pole plasm; external encapsulating structure; chorionic specialization; chorion. The phenotypic classes of alleles include: lethal - all die before end of pupal stage; phenotype; wild-type; sterile.
N0.HOG0000375	None	None	0.17482517482517487	0.5868236643627043	n	-0.013986013986013986	0.9655902689187795	n	None	2	9	14	2	4	7	6	4	3	3	3	3	3	4	12	rna-NM_143534.3	FBgn0039768	This gene is referred to in FlyBase by the symbol Dmel\CG15533 (FBgn0039768). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:30428820..30431362. Its molecular function is described by: acid sphingomyelin phosphodiesterase activity; hydrolase activity; sphingomyelin phosphodiesterase activity. It is involved in the biological process described with: sphingomyelin catabolic process; ceramide biosynthetic process. 8 alleles are reported. The phenotypes of these alleles manifest in: trichogen cell; mesonotum. The phenotypic classes of alleles include: lethal; visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed during early larval stages.
N0.HOG0000376	Gene Group 10	uncharacterized	-0.10450526095258503	0.746527481740289	n	-0.04105563823137269	0.899191365046892	n	uncharacterized protein(CG5550)	5	1	1	1	1	1	4	1	1	1	1	1	1	1	4	rna-NM_001259447.2	FBgn0034160	This gene is referred to in FlyBase by the symbol Dmel\CG5550 (FBgn0034160). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:16816589..16817577. Its molecular function is unknown. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: short lived; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.
N0.HOG0000377	Gene Group 10	uncharacterized	-0.16083916083916086	0.6175234895401425	n	-0.06993006993006995	0.8290236405313092	n	uncharacterized protein(CG1791)	2	1	4	1	1	4	30	2	1	1	2	4	1	5	29	rna-NM_132363.1	FBgn0030163	This gene is referred to in FlyBase by the symbol Dmel\CG1791 (FBgn0030163). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is X:9963453..9964878. Its molecular function is described by: transmembrane receptor protein tyrosine kinase activator activity. It is involved in the biological process described with: negative regulation of apoptotic process. 4 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; lethal - all die during embryonic stage; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed during late pupal stages.
N0.HOG0000378	Gene Group 4	Esterase and mating behavior	-0.22377622377622378	0.48445166145539886	n	0.013986013986013986	0.9655902689187795	n	uncharacterized protein(CG4757)	2	8	9	2	9	3	5	6	1	1	6	6	5	4	8	rna-NM_001275540.1	FBgn0027584	This gene is referred to in FlyBase by the symbol Dmel\CG4757 (FBgn0027584). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:11161207..11163498. Its molecular function is described by: serine hydrolase activity; carboxylesterase activity. It is involved in the biological process described with: . 3 alleles are reported. The phenotypes of these alleles manifest in: mesonotum; chaeta; trichogen cell. The phenotypic classes of alleles include: visible; partially lethal - majority die; viable; some die during pupal stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed during early pupal stages.
N0.HOG0000383	Gene Group 19	uncharacterized	-0.16016770627050572	0.619012091466582	n	-0.2954204360100439	0.35121355720380765	n	uncharacterized protein(CG11550)	1	2	12	5	6	6	10	16	2	2	1	1	1	1	15	rna-NM_143625.2	FBgn0039864	This gene is referred to in FlyBase by the symbol Dmel\CG11550 (FBgn0039864). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:31678147..31679880. Its molecular function is described by: phosphatidylinositol bisphosphate binding. The biological processes in which it is involved are not known. 8 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during late pupal stages.
N0.HOG0000385	Gene Group 26	glycolysis and early development (and other)	0.08701365405744448	0.788011888658888	n	0.31905006487729637	0.3121040651249244	n	uncharacterized protein(CG42565)	1	2	1	1	1	1	3	1	1	1	1	1	1	1	2	rna-NM_001299809.1	FBgn0260767	This gene is referred to in FlyBase by the symbol Dmel\CG42565 (FBgn0260767). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:22657901..22661389. Its molecular function is described by: zinc ion binding. It is involved in the biological process described with: . 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed in adult female stages.
N0.HOG0000394	Gene Group 2	protein breakdown (proteolysis)	0.29004551352481495	0.3604571272621032	n	0.3625568919060187	0.24677408192533515	n	uncharacterized protein(CG4653)	5	13	2	1	1	2	3	2	1	1	1	1	1	1	12	rna-NM_132922.3	FBgn0030776	This gene is referred to in FlyBase by the symbol Dmel\CG4653 (FBgn0030776). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:16704081..16705278. Its molecular function is unknown. It is involved in the biological process described with: proteolysis. 3 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period, in stages of adults of both sexes.
N0.HOG0000395	Gene Group 2	protein breakdown (proteolysis)	0.007251137838120374	0.9821566539187246	n	0.2537898243342131	0.42606072918826865	n	uncharacterized protein(CG31265)	9	13	8	2	2	1	1	2	1	1	1	1	1	1	12	rna-NM_142342.4	FBgn0051265	This gene is referred to in FlyBase by the symbol Dmel\CG31265 (FBgn0051265). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:17128212..17129120. Its molecular function is described by: serine-type endopeptidase activity; serine hydrolase activity. It is involved in the biological process described with: innate immune response; proteolysis. 2 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period.
N0.HOG0000397	None	None	0.2377622377622378	0.4568008526399232	n	0.17482517482517487	0.5868236643627043	n	pudgy (from API summary)	1	9	11	4	5	5	9	4	4	2	4	2	3	2	10	rna-NM_001201661.2	FBgn0027601	The gene pudgy is referred to in FlyBase by the symbol Dmel\pdgy (CG9009, FBgn0027601). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (1 unique). Gene sequence location is X:14933670..14953532. Its molecular function is described by: long-chain fatty acid-CoA ligase activity. It is involved in the biological process described with: fatty-acyl-CoA biosynthetic process; triglyceride catabolic process; long-chain fatty acid metabolic process. 14 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; long lived; viable; decreased body size. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, during early pupal stages.
N0.HOG0000399	Gene Group 23	glutathione metabolic process	-0.07746670967243986	0.81087645719889	n	0.1126788504326398	0.7273453279440116	n	Glutathione S transferase S1(GstS1)	1	3	1	1	9	7	1	13	4	6	7	4	4	4	12	rna-NM_001274111.1	FBgn0010226	The gene Glutathione S transferase S1 is referred to in FlyBase by the symbol Dmel\GstS1 (CG8938, FBgn0010226). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is 2R:17093246..17099501. Its molecular function is described by: glutathione transferase activity; prostaglandin-D synthase activity; glutathione peroxidase activity. It is involved in the biological process described with: glutathione metabolic process. 77 alleles are reported. The phenotypes of these alleles manifest in: wing; eye; macrochaeta; embryonic/larval hemocyte. The phenotypic classes of alleles include: phenotype; wild-type; viable; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of moderately high expression.  Peak expression observed during late pupal stages.
N0.HOG0000401	Gene Group 9	 sexual reproduction	0.07042428152039987	0.827831199192635	n	0.2676122697775195	0.40039240027539647	n	uncharacterized protein(CG34189)	3	10	6	4	9	3	21	5	1	3	1	1	1	1	20	rna-NM_001103877.2	FBgn0085218	This gene is referred to in FlyBase by the symbol Dmel\CG34189 (FBgn0085218). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:16754444..16754925. Its molecular function is described by: protein homodimerization activity. The biological processes in which it is involved are not known. 2 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0000409	Gene Group 22	transcription regulation	0.6549079545282901	0.020815766877094483	n	0.4769438364499504	0.11692752927780688	n	brickwall(brwl)	1	1	3	2	1	1	1	1	1	1	10	1	1	1	9	rna-NM_164859.2	FBgn0032130	The gene brickwall is referred to in FlyBase by the symbol Dmel\brwl (CG3838, FBgn0032130). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:9568890..9573572. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 23 alleles are reported. The phenotypes of these alleles manifest in: egg chamber; ovary. The phenotypic classes of alleles include: viable; decreased cell number; decreased occurrence of cell division; partially lethal - majority die; increased cell death. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-06 and 18-24 hour embryonic stages, during early pupal stages.
N0.HOG0000411	None	None	0.0	1.0	n	0.2253577008652796	0.4812874129466269	n	regucalcin (from API summary)	2	6	4	1	9	6	15	10	2	1	2	2	2	2	14	rna-NM_167316.2	FBgn0030362	The gene regucalcin is referred to in FlyBase by the symbol Dmel\regucalcin (CG1803, FBgn0030362). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is X:12012377..12017375. Its molecular function is described by: calcium ion binding; gluconolactonase activity; serine hydrolase activity. It is involved in the biological process described with: insemination; L-ascorbic acid biosynthetic process. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: lethal; fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderate expression.  Peak expression observed at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0000414	None	None	0.16422255292549076	0.6100427471097243	n	0.25379849088484935	0.42604438789552435	n	distal antenna-young (from API summary)	1	1	1	1	1	1	1	1	2	1	43	1	1	1	42	rna-NM_166493.2	FBgn0050401	The gene distal antenna-young is referred to in FlyBase by the symbol Dmel\dany (CG30401, FBgn0050401). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:21985626..21986938. Its molecular function is described by: DNA binding. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 18 alleles are reported. The phenotypes of these alleles manifest in: anatomical structure; reproductive system; multi-tissue structure; intracellular membraneless organelle; organelle. The phenotypic classes of alleles include: abnormal cell number; viable; abnormal meiotic cell cycle; male sterile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of extremely low expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0000415	Gene Group 26,Gene Group 30	glycolysis and early development (and other),pheromone sensing	0.06293706293706294	0.8459309212287789	n	-0.02097902097902098	0.9484022252365223	n	Ionotropic receptor 100a(Ir100a)	2	2	4	2	7	10	10	6	4	7	2	2	2	3	8	rna-NM_143641.1	FBgn0039879	The gene Ionotropic receptor 100a is referred to in FlyBase by the symbol Dmel\Ir100a (CG11575, FBgn0039879). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:31800963..31802774. Its molecular function is described by: ligand-gated monoatomic ion channel activity. It is involved in the biological process described with: sensory perception of taste; detection of chemical stimulus. 7 alleles are reported. The phenotypes of these alleles manifest in: sarcomere; myofibril; indirect flight muscle cell. The phenotypic classes of alleles include: flightless; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of extremely low expression.  Peak expression observed within 00-12 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0000424	Gene Group 26	glycolysis and early development (and other)	0.4278171324491021	0.16533295676407875	n	0.34080347839165753	0.27834367571270824	n	uncharacterized protein(CG1941)	3	12	6	11	1	6	15	2	1	1	1	1	1	1	14	rna-NM_001299233.1	FBgn0033214	This gene is referred to in FlyBase by the symbol Dmel\CG1941 (FBgn0033214). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (1 unique). Gene sequence location is 2R:7709873..7711981. Its molecular function is described by: diacylglycerol O-acyltransferase activity; O-acyltransferase activity. It is involved in the biological process described with: triglyceride biosynthetic process. 5 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: some die during pupal stage; partially lethal; fertile; viable; partially lethal - majority die. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages.
N0.HOG0000427	Gene Group 28	DNA-related functions	0.34965034965034975	0.2652387868927897	n	0.6013986013986015	0.03858845292201944	n	uncharacterized protein(CG30428)	1	14	10	5	2	1	7	5	1	1	1	1	4	13	13	rna-NM_166709.4	FBgn0050428	This gene is referred to in FlyBase by the symbol Dmel\CG30428 (FBgn0050428). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:25251927..25254535. Its molecular function is unknown. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed at stages throughout embryogenesis, at stages throughout the larval period, at stages throughout the pupal period, in adult male stages.
N0.HOG0000429	None	None	0.3426573426573427	0.27556745095678037	n	0.4055944055944056	0.19083587400450033	n	None	1	10	12	7	1	1	12	1	1	1	1	1	1	20	19	rna-NM_137224.3	FBgn0034054	This gene is referred to in FlyBase by the symbol Dmel\CG8366 (FBgn0034054). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:15955040..15956636. Its molecular function is unknown. The biological processes in which it is involved are not known. 2 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of low expression.  Peak expression observed within 00-18 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0000436	Gene Group 7	odorant binding	0.12363804643408091	0.7018512813204854	n	0.46229878231873733	0.13023162566727856	n	Odorant-binding protein 57e(Obp57e)	1	55	5	1	1	1	1	1	1	1	1	1	1	1	54	rna-NM_137644.1	FBgn0050145	The gene Odorant-binding protein 57e is referred to in FlyBase by the symbol Dmel\Obp57e (CG30145, FBgn0050145). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:20547816..20548291. Its molecular function is described by: odorant binding. It is involved in the biological process described with: sensory perception of chemical stimulus; response to odorant; sensory perception of smell. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0000441	None	None	-0.2164751834017833	0.49918144736239667	n	0.022393984489839647	0.9449266368228986	n	None	1	1	1	1	1	1	1	1	2	11	1	1	1	1	10	rna-NM_136363.4	FBgn0040502	This gene is referred to in FlyBase by the symbol Dmel\CG8343 (FBgn0040502). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:6179726..6180356. Its molecular function is described by: carbohydrate binding; pattern recognition receptor activity. It is involved in the biological process described with: immune response. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed in adult male stages.
